Track;Album Name;Artist;Release Date;ISRC;All Time Rank;Spotify Streams;Spotify Playlist Count;Spotify Playlist Reach
act ii: date @ 8;act ii: date @ 8;4batz;12/07/23;QZS7J2359132;414;153364964;293;15208678
All By Myself;All By Myself;Alok;10/07/22;DEE862201655;3764;153478699;23576;35626223
Churchill Downs (feat. Drake);Come Home The Kids Miss You;Jack Harlow;05/06/22;USAT22203487;369;153857576;59992;11239045
No Wahala;No Wahala;1da Banton;07/02/21;QZHZ52129395;2685;154010050;66808;4409868
Narcotics (with Bryant Myers);Narcotics (with Bryant Myers);Dei V;9/14/2023;QZWA32200363;1344;154018930;23281;12418680
Jefe;Jefe;Ninho;12/03/21;FR9W12136756;4318;154120297;30813;3242257
Tchuco Nela;Tchuco Nela;MC Rogerinho;04/08/22;BCN5Z2200003;3727;154127881;14889;8354745
23 Preguntas;23 Preguntas - Single;Anuel AA;8/23/2021;QMFME2196017;4158;154250706;31969;7964623
LALALALA;ROCK-STAR;Stray Kids;11/10/23;US5TA2300151;803;154592041;10814;10289612
But Daddy I Love Him;THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401033;1286;154819909;3535;21565868
Cochinae;Querian Perreo?;Julianno Sosa;4/19/2022;QZQAY2209019;2438;155050178;35527;6146030
Do It Again (feat. 2Rare);Do It Again (feat. 2Rare);NLE Choppa;10/07/22;USWB12205833;2313;155142115;65297;6721980
UNAVAILABLE (feat. Musa Keys);Timeless;Davido;3/30/2023;GBARL2300322;444;155390490;51032;16505336
New Gold (feat. Tame Impala and Bootie Brown);New Gold (feat. Tame Impala and Bootie Brown);Gorillaz;8/31/2022;GBAYE2200462;2723;155399041;62013;13710934
White Horse;White Horse;Chris Stapleton;7/21/2023;USUG12300484;711;155443055;28835;15122339
Rock My Body;Rock My Body (with INNA & Sash!);R3HAB;4/28/2023;AEA2D2300315;3545;155454907;26701;54553074
Mmhmm;Mmhmm;BigXthaPlug;10/06/23;QZNMX2391413;102;155648648;28131;46683719
Free Mind;For Broken Ears;Tems;9/25/2020;QMBZ92014864;1559;155772691;49453;8122764
Baile do Bruxo;Baile do Bruxo;Tropa do Bruxo;9/29/2023;QZWDE2303666;1273;155915718;26646;24127645
Already Rich;Already Rich;Yeat;05/03/23;USUM72306884;3592;156047755;31578;4170271
Woo Baby (feat. Chris Brown);Faith;Pop Smoke;7/16/2021;USUM72112396;4482;156697759;69258;5943506
Heart Like A Truck;Heart Like A Truck;Lainey Wilson;5/20/2022;QMRSZ2200986;1906;156975001;21559;5658951
Shoong! (feat. LISA of BLACKPINK);Down to Earth;TAEYANG;4/25/2023;KSA002300722;2903;156994096;14231;5565204
First Person Shooter (feat. J. Cole);For All The Dogs;Drake;10/06/23;USUG12306071;202;328526298;72252;68612350
Peaches & Eggplants (feat. 21 Savage);Peaches & Eggplants (feat. 21 Savage);Young Nudy;2/27/2023;USRC12300570;689;157446814;54118;15660760
Mas Altas Que Bajadas;Nata Montana;Natanael Cano;6/30/2023;USWL12301031;2288;157476564;15069;7363178
Spotless (feat. The Lumineers);Spotless (feat. The Lumineers);Zach Bryan;8/24/2023;USWB12304905;3271;157676395;21485;5429963
Tomorrow 2 (with Cardi B);Tomorrow 2 (with Cardi B);GloRilla;9/23/2022;USUM72217666;996;157806193;2784;14490602
9mm;Memphis Cult Vol. 6;Memphis Cult;2/23/2023;UKEX32307199;2754;157826873;34124;27264746
Dial Drunk;Stick Season (We'll All Be Here Forever);Noah Kahan;06/09/23;USUM72307683;169;157881582;23162;10693382
Si No Quieres No;Si No Quieres No - Single;Luis R Conriquez;03/09/24;US3DF2417042;233;158131138;5423;71590238
When We Were Young (The Logical Song);When We Were Young (The Logical Song);David Guetta;11/10/23;UKWLG2300117;754;158952262;20712;61778572
Can't Tame Her;Can't Tame Her;Zara Larsson;1/26/2023;USSM12210918;1473;159051363;31456;22058380
Smart;EASY;LE SSERAFIM;2/19/2024;USA2P2402103;379;159256689;6829;20291074
Suavemente;Suavemente;Soolking;2/22/2022;FR9KQ2200190;1608;159676691;53444;4694099
UNA CERVEZA;Pa las Baby's Y Belikeada;Fuerza Regida;10/20/2023;QZ9QQ2300794;3908;159876075;8225;21015676
Tourniquet;Zach Bryan;Zach Bryan;8/25/2023;USWB12304904;3084;159880836;2012;7919073
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")";"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")";Pritam;07/12/23;INH102309955;1005;159909273;7624;11285253
With You;With You;AP Dhillon;08/11/23;QMDA62306899;2025;159980783;17289;9007969
Forget About Us;Forget About Us;Perrie;04/12/24;GBARL2400078;2245;16171953;1439;18871474
"Choli Ke Peeche (From ""Crew"")";"Choli Ke Peeche (From ""Crew"") - Single";Diljit Dosanjh;3/20/2024;INT102400983;1006;16264473;552;6584623
Hundred Miles (Sped Up Version);Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single;Yall;02/03/23;ES7002364101;641;16264949;4532;1638498
Love You So;The King Khan & BBQ Show;The King Khan & BBQ Show;01/01/05;USA3D0700101;1918;16326628;12434;3542140
Impossible;Impossible - Single;RIIZE;4/18/2024;KRA302400078;2533;16327372;987;16575491
OKAY;OKAY (Versions);JT;4/24/2024;USUG12400080;2641;16446111;1966;36576049
Coco Cola;Coco Cola;Ruchika Jangid;09/04/20;INN172010039;2081;16483067;1547;487542
WOKE UP;WOKE UP;XG;5/21/2024;JPB602401462;877;16684393;1247;25606219
SESSO E SAMBA (feat. Gaia);ICON;Tony Effe;5/22/2024;ITUM72400671;3376;16883730;865;9889978
Waiting for the End;Papercuts;Linkin Park;04/12/24;USWB12401899;2541;160127218;5;55
Rodeo (Remix);Rodeo (Remix) - Single;Lah Pat;2/24/2023;USAT22301387;1695;160163510;26131;10508416
Mourning;Mourning;Post Malone;5/19/2023;USUM72306015;1938;160305133;35523;3552008
I LOVE YOU HOE (w/ 9lives);3x3;Odetari;07/12/23;QZVFR2301453;2028;160320384;29292;5268261
Minefields;Minefields;Faouzia;11/05/20;USAT22006815;4513;160979905;23825;5329581
Wildberry Lillet;Wildberry Lillet;Nina Chuba;08/12/22;DEE862201008;3694;161145820;46697;7654058
Arranca (feat. Omega);Arranca (feat. Omega);Becky G;03/10/23;USRC12300209;2699;161172707;23604;23467570
La Morocha;La Morocha;Luck Ra;07/07/23;CLPP22300045;710;161280933;17882;11897449
My Boy Only Breaks His Favorite Toys;THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401030;1161;161916445;3784;17036800
Jugnu;Jugnu;Badshah;10/26/2021;INUM72100074;3847;162005746;11105;3811972
Never Gonna Not Dance Again;Never Gonna Not Dance Again - Single;P!nk;11/03/22;USRC12203892;3884;162054666;1991;492746
Mi Tesoro (feat. Nicky Jam);Motivan2;Zion & Lennox;9/30/2016;USWL11600243;3631;162240700;16013;5249592
Finesse;Finesse;Pheelz;03/03/22;QZQAY2239272;183;162356099;67124;8539093
Queen of Kings;Queen of Kings;Alessandra;01/08/23;NOW7B2301090;2069;162396159;44113;11475897
Matte Black;Sing Me a Lullaby, My Sweet Temptation;$uicideboy$;7/29/2022;QZAPK2000269;3938;162889846;45505;2568098
Street Runner;Street Runner;Rod Wave;03/10/21;USLD91730830;1961;163921357;36519;4018180
M.A.I;111;Milo j;11/30/2023;UYB282384010;1471;163958167;12417;15958224
Nevada;Nevada;YoungBoy Never Broke Again;1/30/2021;USAT22103399;2251;163974630;60031;4503801
Hasta la Miel Amarga (feat. Grupo Firme);Hasta la Miel Amarga (En Vivo);"Luis Angel ""El Flaco""";05/01/20;QZDQH1832675;394;164007720;14849;8963601
Cure For Me;Cure For Me;AURORA;07/07/21;GBUM72100848;4392;164125901;487;4015128
Jalebi Baby;Jalebi Baby;Tesher;11/13/2020;QZNWQ2070741;1041;164137928;47324;4827888
Spinnin;Spinnin;Connor Price;10/21/2022;QZTAS2238500;3741;164206429;49659;12999272
Rompe La Dompe;Rompe La Dompe;Peso Pluma;12/28/2023;QMFMG2368181;1071;164219485;11966;20373836
Love You Anyway;Love You Anyway;Luke Combs;02/10/23;US6XF2100158;1185;164507374;29896;7920265
Rags2Riches (feat. ATR Son Son);Pray 4 Love;Rod Wave;04/03/20;USLD91725576;4366;164542767;35795;4556039
Not Fair;Not Fair;Niklas Dee;06/02/23;DEN062300306;2392;164667038;46918;61515543
De Vuelta Pa' La Vuelta;De Vuelta Pa' La Vuelta;Daddy Yankee;12/10/20;US2BU2001211;391;164788147;23301;15473906
By Your Side;By Your Side;Rod Wave;11/22/2021;USQX92105590;2303;164804108;40909;4353138
Rainfall;Rainfall;Tom Santa;2/18/2022;GBUM72200893;4167;164856432;76735;44649643
Flowers;Flowers - Single;Miley Cyrus;01/12/23;USSM12209777;4;2031280633;269802;136569078
Virginia Beach;For All The Dogs;Drake;10/06/23;USUG12306066;981;165204421;38562;6636362
Wild Ones (feat. Jelly Roll);Wild Ones (feat. Jelly Roll);Jessie Murph;10/06/23;USQX92304180;936;165347464;21942;13799115
Guilty as Sin?;THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401036;1264;165611453;4418;21928475
MATHEMATICAL DISRESPECT;MATHEMATICAL DISRESPECT;Lil Mabu;05/05/23;QZVEM2324634;2657;165642949;39238;3356524
Cool With You;NewJeans 2nd EP 'Get Up';NewJeans;7/21/2023;USA2P2330072;3425;165916276;17423;3301778
ZOOM;ZOOM;Jessi;4/13/2022;KRA382204517;850;166161044;22288;7774873
Step Back!;Step Back!;1nonly;09/02/22;USWB12203894;286;166436749;4825;16940138
Need A Favor;NEED A FAVOR;Jelly Roll;12/09/22;QMRSZ2203220;533;166866092;26335;16587886
Yes or No;GOLDEN;Jung Kook;11/03/23;USA2P2348392;397;167384917;7556;4756460
Tell Ur Girlfriend;Tell Ur Girlfriend;Lay Bankz;02/07/24;QZZ4J2400019;730;167431139;10335;116287670
soso;Boy Alone;Omah Lay;6/24/2022;USWB12201878;2017;167668390;54358;6297689
Privileged Rappers;Her Loss;Drake;11/04/22;USUG12208602;333;167840439;54445;11034203
FTCU;Pink Friday 2;Nicki Minaj;12/08/23;USUM72318679;722;167977668;24101;35583769
Pedro;Pedro - Single;Jaxomy;3/29/2024;DEE862400427;111;168145583;27654;159737263
euphoria;euphoria;Kendrick Lamar;4/30/2024;USUG12402839;51;168434320;17168;62516401
All I Need;Javari;Tyler Antonius;03/11/24;QZS8H2110965;3318;168663071;184;114412
Self Love (Spider-Man: Across the Spider-Verse);METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE);Metro Boomin;06/02/23;USUM72308561;1838;168713011;40836;5604951
Ni Me Debes Ni Te Debo;Colmillo De Leche;Carin Leon;5/19/2023;QZQMB2105022;2797;168963270;9329;6528413
Me or Sum (feat. Future & Lil Baby);Me or Sum (feat. Future & Lil Baby) - Single;Nardo Wick;11/29/2021;USRC12103471;1374;169074195;77071;7941140
TROLLZ (with Nicki Minaj);TROLLZ (with Nicki Minaj);6ix9ine;06/12/20;QZA742002508;3481;169376113;37282;5544584
CHIHIRO;HIT ME HARD AND SOFT;Billie Eilish;5/17/2024;USUM72401988;79;169410711;11028;144854768
March Madness;56 Nights;Future;3/21/2015;USSM11507194;3886;169574765;46212;10914718
Coming for You (feat. A1 x J1);Coming for You (feat. A1 x J1);SwitchOTR;10/29/2021;GBARL2101712;2786;169896142;75491;4711796
WTFYM;WE DON'T TRUST YOU;Future;3/22/2024;USSM12402042;3864;17192758;5834;2628670
Cuando La Vida Sea Trago;Cuando La Vida Sea Trago;Carin Leon;04/11/24;USA2P2419596;4444;17237503;943;5030772
Flowers;Flowers;Lauren Spencer Smith;4/14/2022;USUG12202201;4;260183209;36176;9276256
Gulabi Sharara;Gulabi Sharara;Inder Arya;7/27/2023;INS7A2500864;2122;17389541;1613;158758
Ronald;Ronald;Falling In Reverse;05/07/24;USEP42414003;1357;17589316;3463;4194033
Laad Piya Ke;Laad Piya Ke;Raju Punjabi;05/04/22;INA1I1900134;2087;17675254;894;101013
GASLIGHT;GASLIGHT;INJI;4/14/2022;QZHN32201081;1463;17756452;8421;1500039
Five Nights at Freddy's;Five Nights at Freddy's (Original Motion Picture Soundtrack);The Newton Brothers;10/27/2023;USQ4E2205224;3941;17822349;585;722543
Winning Speech;Winning Speech;Karan Aujla;5/16/2024;AUBEC2438671;910;17917738;938;5754144
Oublie-moi;Oublie-moi;Emkal;9/16/2022;FRDDV2200780;405;17992999;11288;3279
DONDE SE APRENDE A QUERER?;ESTRELLA;Mora;8/28/2023;QMDA62341721;3098;170061927;25409;6402061
Coal;Coal;Dylan Gossett;7/27/2023;QZNWU2332981;1661;170200281;40016;15156630
Teenage Dream;Teenage Dream;Stephen Dawes;06/02/22;USDA12202749;1578;170404957;31472;6431843
Soltera;ýýpico;Lunay;10/25/2019;USA2P1955945;2744;170646969;5488;1084442
Drugs From Amsterdam;Drugs From Amsterdam;Mau P;8/17/2022;GBK6Y2251421;1776;170829903;97012;41938004
banking on me;DS4EVER (Deluxe);Gunna;01/07/22;QMCE32200098;3222;170941932;73853;8684961
Frozen;Frozen;Madonna;12/03/21;USWB12105753;1817;171060866;6242;13385720
In A Minute;In A Minute;Lil Baby;04/07/22;USUG12200033;879;171118535;81407;13177118
Bertahan Terluka;Bertahan Terluka - Single;Fabio Asher;02/02/22;SGB502203331;3603;171663870;1062;2901653
Epidemic;Epidemic;Polo G;9/25/2020;USSM12005752;3013;171728710;72794;6961853
Lut Gaye;Lut Gaye;Jubin Nautiyal;2/17/2021;INS182100281;751;171856399;16697;3873550
Kernkraft 400 (A Better Day);Kernkraft 400 (A Better Day);Topic;6/17/2022;DECE72201091;3543;171920896;41774;34142715
Delilah (pull me out of this);Delilah (pull me out of this);Fred again..;10/17/2022;GBAHS2201028;4555;172321571;38159;7282524
Antidepresan;Antidepresan;Mert Demir;11/04/22;USA2P2247676;2605;172362945;25648;5961079
Sharing Locations (feat. Lil Baby & Lil Durk);Sharing Locations (feat. Lil Baby & Lil Durk);Meek Mill;8/27/2021;USAT22105014;3805;172558590;71478;11466134
Cash In Cash Out;Cash In Cash Out;Pharrell Williams;06/10/22;USSM12202926;3121;172589732;67514;15846637
WA DA DA;FIRST IMPACT;Kep1er;01/03/22;KRA492101456;4043;172657413;16436;4057129
Come Through (feat. Chris Brown);Come Through (feat. Chris Brown);H.E.R.;4/23/2021;USRC12100712;4238;172986367;40246;8921857
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")";"Illegal Weapon 2.0 (From ""Street Dancer 3D"")";Jasmine Sandlas;01/04/20;INS182000006;4434;173193166;12129;7879651
Jaded;Endless Summer Vacation;Miley Cyrus;03/10/23;USSM12209778;1197;173349210;22117;9481406
Lottery (Renegade);Lottery;K CAMP;04/01/19;USUYG1247701;808;173526912;28272;6607554
COCO LOCO;COCO LOCO - Single;Maluma;06/08/23;USSD12300235;1977;173609862;23712;20427970
Everything I Love;3 Songs At A Time Sampler;Morgan Wallen;1/31/2023;USUG12300803;1722;173756454;3255;3744217
Heat;Heat (feat. Gunna);Gunna;6/20/2019;USRC11901581;3486;174090982;34958;4874126
Straight and Narrow;Straight and Narrow;Sam Barber;04/12/23;USAT22304032;3078;174154846;31199;4685875
Fim de Semana no Rio;Fim de Semana no Rio;Teto;3/30/2022;BXW922200001;3856;174165147;32542;6206794
Ballena;Ballena;Vulgo FK;7/13/2023;BRRGE2300535;1354;174583156;28303;9617276
older;older;Isabel LaRosa;9/15/2023;USRC12302056;287;174933335;20035;16854153
Freaky Deaky;Freaky Deaky - Single;Tyga;2/25/2022;USUYG1414608;3071;175043767;35769;7846959
Man Made A Bar (feat. Eric Church);One Thing At A Time;Morgan Wallen;03/03/23;USUG12300804;1824;175095439;21001;6637673
the boy is mine;eternal sunshine;Ariana Grande;03/08/24;USUM72317268;752;175336290;8386;79812251
Solo Me Dejaste;Solo Me Dejaste;Grupo Marca Registrada;07/08/22;USDXS2202170;3454;175374235;19506;8147122
REPEAT IT;REPEAT IT;Lil Tecca;08/06/21;USUM72113370;4467;176048317;70149;13900314
Still Trappin' (with King Von);The Voice;Lil Durk;12/24/2020;USUM72024651;2448;176140377;76081;7784086
Skin de Bandida;Skin de Bandida - Single;Oscar Maydon;9/22/2023;QM3DF2294123;2364;176958728;14482;10063839
Say Don't Go (Taylor's Version) (From The Vault);1989 (Taylor's Version);Taylor Swift;10/26/2023;USUG12306688;4463;176970541;1208;14949964
Playing Games;Playing Games;Summer Walker;8/23/2019;USUM71917221;3737;177369022;26786;5711358
Sakhiyaan;Sakhiyaan;Maninder Buttar;10/21/2018;FR96X1865569;3668;177496669;14789;2384549
In The Dark;In the Dark;Purple Disco Machine;1/21/2022;AUDCB1701963;233;177722624;34102;6137203
Blank Space (Taylor's Version);1989 (Taylor's Version);Taylor Swift;10/26/2023;USUG12306673;2992;177731392;12908;25416651
Famous Friends;Famous Friends;Chris Young;11/20/2020;USRN11900062;4235;177734775;2558;8683788
N'y pense plus;N'y pense plus;Tayc;6/19/2020;FR8FB2002810;2833;177952382;60714;3538535
DE LUNES A LUNES;DE LUNES A LUNES - Single;Manuel Turizo;8/24/2023;QZDYA1800274;1856;178247858;12797;13650757
Beautiful Girls;Groove So Much !;Sean Kingston;04/03/98;USSM10701781;4155;178339925;189706;77373837
SPECIALZ;SPECIALZ;King Gnu;09/01/23;JPU902303303;585;178413226;22972;6194085
Where It Ends;Where It Ends;Bailey Zimmerman;8/19/2022;USWB12202445;2343;178441881;28857;7439902
Sugar Rush Ride;The Name Chapter: TEMPTATION;TOMORROW X TOGETHER;1/27/2023;USA2P2243432;3672;178523233;1456;6470472
Axel F;Best of Crazy Hits;Crazy Frog;12/11/09;DEAF71578230;1134;178536020;870;142649
DENTRO DA HILUX;DENTRO DA HILUX - Single;Luan Pereira;8/24/2023;BCX5C2300025;888;178699480;14552;18055636
Stop Breathing;Whole Lotta Red;Playboi Carti;12/25/2020;USUM72024691;4002;178750521;76739;7135729
OA;OA;Anuel AA;10/13/2023;QZ7B82300076;827;178950943;29895;35946086
M.A (Mejores Amigos);M.A (Mejores Amigos) - Single;BM;9/20/2022;QZTVM2225505;3697;179475517;2616;3816329
Angel Numbers / Ten Toes;11.11;Chris Brown;11/10/23;USRC12302900;419;179565178;40225;15526253
Full Senyum Sayang;Full Senyum Sayang;Evan Loss;4/28/2022;SGB502213458;333;18296870;1967;400655
Creatures in Heaven;Creatures In Heaven;Glass Animals;04/03/24;GBUM72310164;2979;18564601;3063;11762071
Love Story;Love Story;Disco Lines;9/22/2020;USUG12003755;4224;18566967;74;851076
Uff Mi Amor;Uff Mi Amor;Lauty Gram;12/27/2022;QZW9N2239197;4297;18611163;6073;830091
Take A Bite;Take A Bite;beabadoobee;05/09/24;GBK3W2402961;37;18634348;2529;28016380
Bounce When She Walk;Bounce When She Walk;Ohboyprince;02/03/23;QZFZ72321643;753;18637452;6915;751599
Landmines;Landmines;Sum 41;9/27/2023;QMRSZ2302172;3748;18708085;6754;7014623
SKEU SKEU (SPEED UP);SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single;Jogga;9/20/2023;QZTAZ2365806;1956;18794730;5074;442006
Spring Snow;Lovely Runner, Pt. 8 (Original Soundtrack);10CM;5/14/2024;KRA492400665;2968;18800716;118;12952009
Best For Me;Best For Me;Joyner Lucas;3/18/2024;QM4TX2423210;2798;18852560;3014;3041643
hakuna matata;One of Wun;Gunna;05/10/24;USAT22403439;3212;18861338;3421;12527571
Neverender;Neverender;Justice;4/25/2024;FR8EU2300010;3359;18919068;4186;20278718
Boys;Boys;Charli xcx;7/26/2017;GBAHS1700564;4461;180051347;2276;6840979
Wild as Her;Wild as Her;Corey Kent;03/04/22;TCAGA2290354;2614;180186017;32769;6038439
Stumblin' In;Stumblin' In;CYRIL;11/10/23;NLZ542301810;394;180784576;22208;150873146
Double Fantasy (with Future);Double Fantasy;The Weeknd;4/21/2023;USUG12302627;2597;180940067;36631;14272823
Big City Life;Big City Life;Luude;6/16/2022;AUDCB1702119;2653;181323700;71547;13471679
Husn;Husn;Anuv Jain;12/01/23;INUM72303081;1023;181457783;12424;10746664
Wild Side (feat. Cardi B);Wild Side (feat. Cardi B) - Single;Normani;7/16/2021;USRC12101473;2476;181529121;36504;12624326
Friends;FRIENDS;Marshmello;02/09/18;GBAHS1800051;1869;1436709386;1231;419951
Daqui pra Sempre;Daqui pra Sempre;Manu;9/22/2023;QZTPX2351515;514;181784966;12794;30495153
DISPARA ***;DISPARA ***;Nicki Nicole;5/17/2023;UYB282300010;2301;182184068;23852;8214976
Zona De Perigo;Zona De Perigo;Leo Santana;12/08/22;BRUM72202246;1764;182793453;18476;8152728
You & Me;JENNIE Special Single [You & Me];JENNIE;10/06/23;KRA402300041;914;183134509;1221;12194109
Elvira;Elvira;Oscar Maydon;12/20/2023;QZ9QQ2300978;1255;183146334;8183;47711465
NARCISSISTIC PERSONALITY DISORDER;Narcissistic Personality Disorder - Single;Odetari;04/01/23;QZHN62339350;3248;183162195;30174;5050179
What If;What If;Johnny Orlando;5/18/2018;CAGFE1800001;1707;183453795;33551;4047671
on the street (with J. Cole);on the street (with J. Cole);j-hope;03/03/23;USA2P2251898;3689;183683364;21804;15669021
La_Original.mp3;La_Original.mp3;Emilia;11/02/23;USSD12300584;829;184441175;17845;26300966
Got What I Got;From the album '9';Jason Aldean;10/11/19;QMRSZ1901461;4414;184488165;2264;3468330
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")";"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")";Pritam;03/04/23;INS182300550;3693;184580310;10142;5412622
I'll Be Waiting;I'll Be Waiting;Cian Ducrot;11/10/22;GBUM72205880;2756;185042019;41058;8054809
X1;Little Hair;MC Cabelinho;12/20/2021;QZTVM2103308;2285;185050407;30221;5514940
Ropa Cara;Ropa Cara;Camilo;1/18/2021;USSD12000609;3979;185362995;19981;3838967
REMIX EXCLUSIVO;REMIX EXCLUSIVO;Feid;3/17/2023;USUM72304040;3292;185448173;3214;17704359
Bijlee Bijlee;Bijlee Bijlee - Single;Harrdy Sandhu;10/30/2021;INUM72100076;1832;185690034;20169;4249749
SMOKE IT OFF!;SMOKE IT OFF!;Lumi Athena;11/22/2022;QZTB32217762;3389;185817317;28912;4118167
Mele Kalikimaka;Essential Classics, Vol. 166: Bing Crosby;Bing Crosby;06/05/24;ES31E2401197;237;186123398;52;50069
El Incomprendido;El Incomprendido;Farruko;9/30/2021;USSD12100701;3412;186233910;58393;11050675
Modo DND;Modo DND;Xavi;10/28/2023;USA2P2352296;1437;186482379;11318;9655843
Favorite Song;Favorite Song;Toosii;2/17/2023;USUM72301797;235;186579651;45668;6252506
What Else Can I Do?;Encanto (Original Motion Picture Soundtrack);Diane Guerrero;11/19/2021;USWD12112916;4186;186607065;18815;9312393
REINA;ESTRELLA;Mora;8/28/2023;QMDA62341722;1706;187631508;34204;17653536
